Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.61,0.01,0.4970072205044007
100% Corpus,9,0.61,0.31,0.4453425362325267
100% Corpus,9,0.61,0.61,0.46634375004928724
100% Corpus,9,0.61,0.9099999999999999,0.4385367098698143
100% Corpus,9,0.61,symmetric,0.4497647216383942
100% Corpus,9,0.9099999999999999,0.01,0.48957277303423474
100% Corpus,9,0.9099999999999999,0.31,0.4544216815156808
100% Corpus,9,0.9099999999999999,0.61,0.4567656807970264
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.45853726915322723
100% Corpus,9,0.9099999999999999,symmetric,0.4418690113618966
100% Corpus,9,symmetric,0.01,0.42444303040678794
100% Corpus,9,symmetric,0.31,0.3604085554422168
100% Corpus,9,symmetric,0.61,0.3947669702080961
100% Corpus,9,symmetric,0.9099999999999999,0.41335232797544624
100% Corpus,9,symmetric,symmetric,0.39276405234068107
100% Corpus,9,asymmetric,0.01,0.353374958937134
100% Corpus,9,asymmetric,0.31,0.35628321347886255
100% Corpus,9,asymmetric,0.61,0.4110263520004979
100% Corpus,9,asymmetric,0.9099999999999999,0.41845919192123376
100% Corpus,9,asymmetric,symmetric,0.3814656285036842
100% Corpus,10,0.01,0.01,0.3999898371502083
100% Corpus,10,0.01,0.31,0.3628301674525349
100% Corpus,10,0.01,0.61,0.4013727252450365
100% Corpus,10,0.01,0.9099999999999999,0.4050700530646532
100% Corpus,10,0.01,symmetric,0.3460900489160822
100% Corpus,10,0.31,0.01,0.4518539410381483
100% Corpus,10,0.31,0.31,0.4519898585356737
100% Corpus,10,0.31,0.61,0.4384686925723521
100% Corpus,10,0.31,0.9099999999999999,0.4422674150132523
100% Corpus,10,0.31,symmetric,0.4415351105229326
100% Corpus,10,0.61,0.01,0.49484633758111773
100% Corpus,10,0.61,0.31,0.4431353351881979
100% Corpus,10,0.61,0.61,0.470163416739135
100% Corpus,10,0.61,0.9099999999999999,0.44148208489399143
100% Corpus,10,0.61,symmetric,0.46607198003272715
100% Corpus,10,0.9099999999999999,0.01,0.5133257446363274
100% Corpus,10,0.9099999999999999,0.31,0.4590229658678483
100% Corpus,10,0.9099999999999999,0.61,0.45299651165905874
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.47927868336699875
100% Corpus,10,0.9099999999999999,symmetric,0.4510017617763338
100% Corpus,10,symmetric,0.01,0.44401812164608245
100% Corpus,10,symmetric,0.31,0.38919302734535566
100% Corpus,10,symmetric,0.61,0.42074622425201813
100% Corpus,10,symmetric,0.9099999999999999,0.43169270211673155
100% Corpus,10,symmetric,symmetric,0.37716620321678623
100% Corpus,10,asymmetric,0.01,0.36683431205589045
100% Corpus,10,asymmetric,0.31,0.4000297202398218
100% Corpus,10,asymmetric,0.61,0.4290989763569299
100% Corpus,10,asymmetric,0.9099999999999999,0.3796104425168762
100% Corpus,10,asymmetric,symmetric,0.38411535853379936
